id,overview_eng,labels
208601,"Ash's newly caught Treecko may be a bit standoff-ish, but the little green Pokémon is quite a fighter.  When Team Rocket sees Treecko knocked down and hurt by a Seviper, they decide that they must have that Seviper.  Jessie is very impressed with its ""sneaky, snakey ways.""  Meanwhile, Treecko escapes from the Pokémon Center where Ash brought it to recover.  When the gang finds Treecko, it is practicing its attack moves.  Again and again, Treecko jumps from the top of a waterfall and tries to break a rock at the bottom with its tail.  Ash is very impressed with the rigor of its training.  All of Treecko's hard work appears to have paid off - when Team Rocket attacks and catches Pikachu with the help of their new Seviper, Treecko is able to save the day.
","[('Jessie', 'CHARACTER'), ('the Pokémon Center', 'ORG'), ('Ash', 'CHARACTER'), ('Pikachu', 'POKEMON'), ('Seviper', 'POKEMON'), ('Treecko', 'POKEMON'), ('the day', 'DATE')]"
208602,"Ash, May, Brock and Max have arrived at a small city on their way to Rustboro City.  Brock decides to stock up on supplies, while Max is eager to go hunting for city dwelling Pokémon.  Max soon stumbles upon a very frightened Shroomish who is hiding in an alleyway.  Ash, Max, Pikachu and their new Shroomish friend head off to find a Pokémon Center.  On their way they pass by a deserted mansion that is being torn down.  There, the gang learns that not long ago most of the city was forest and that many, many Shroomish lived in the area.  They also learn that strange things are going on at the mansion, and many people believe that it's haunted.  A little investigation reveals that the mansion is actually inhabited by all of the Shroomish who used to live in the forest.  When the forest was destroyed, they had nowhere else to go.  All of the strange noises and smells that the construction workers were hearing were actually the Shroomish!  The grandson of the owner decides to tear down the mansion as planned, but to convert all of that land into a forest for the Shroomish.
","[('May', 'DATE'), ('Brock', 'CHARACTER'), ('Pokémon', 'PERSON'), ('Ash', 'CHARACTER'), ('Max', 'PERSON'), ('Pikachu', 'POKEMON'), ('Shroomish', 'POKEMON')]"
208603,"En route to Rustboro City, Ash and the gang pass by an unofficial gym boasting the world's most powerful Pokémon.  Even though he can't win a badge there, Ash is intrigued and decides to battle the trainer named Anthony and this mysterious Pokémon.  The world's most powerful Pokémon turns out to be a Pelipper.  Pelipper attacks Ash's Treecko with a Vine Whip.  It then attacks Taillow with Flame Thrower.  Finally, it attacks Pikachu with a Thunder Attack.  Ash and crew are amazed – Pelipper should only have Water and Flying type attacks, but somehow it knows Grass, Fire and Electric type attacks!  That's not physically possible!  Team Rocket decides that they must have this awesome Pokémon, so they, too, challenge Anthony.  This time, however, Anthony panics and the truth comes out.  Pelipper has been hiding Poké Balls inside its large beak.  Rather than being disappointed, Team Rocket decides that this is an excellent opportunity.  They blackmail Anthony and use his Pelipper for a new challenge.  This time, trainers will lose their Pokémon if they lose to Pelipper.  Team Rocket's latest hoax is very successful at first, and they con many trainers out of their Pokémon, but they soon get carried away.  They fill Pelipper's beak up with so many Poké Balls that when Pelipper does a Water Gun attack, all of the Poké Balls spill out!!!
","[('Treecko', 'POKEMON'), ('Taillow', 'POKEMON'), ('Flame Thrower', 'PERSON'), ('Pikachu', 'POKEMON'), ('Ash', 'CHARACTER'), ('Grass', 'GPE'), ('Fire and Electric', 'ORG'), ('Poké Balls', 'ORG'), ('Anthony', 'PERSON'), ('Pelipper for a new challenge', 'WORK_OF_ART'), (""Team Rocket's"", 'PERSON'), ('first', 'ORDINAL'), ('Pokémon', 'ORG'), ('Pelipper', 'POKEMON')]"
208604,"As our heroes travel on towards Rustboro City, they stumble into a forest filled with many different kinds of Pokémon.  It turns out that the area is actually a Pokémon preserve, and it's looked after by a girl named Katrina.  Katrina takes care of all of the Pokémon in the area and helps to nurse them back to health when they are sick.  Max takes a particular liking to her Poochyena and he's determined to see it evolve before they leave the preserve.  All of the Poochyena's companions who were born at the same time have already evolved, but this one Poochyena just doesn't seem ready.  Max decides to coach the Pokémon and leads it out into the forest.  Team Rocket has followed Max and they decide to play a trick on him to take the Poochyena.  They claim to be researchers working on an evolution machine.  Max is too smart too be fooled, but that doesn't stop Team Rocket from taking Poochyena.  Luckily, Katrina and Ash show up just in time.  This time Poochyena gets in on the action, too.  That last battle turns out to be just what this little Poochyena needs – it evolves right before Max's eyes!
","[('Pokémon', 'ORG'), ('Katrina', 'EVENT'), ('Ash', 'CHARACTER'), ('Poochyena', 'POKEMON'), ('Max', 'PERSON')]"
208605,"Ash, Pikachu, Brock, May and Max decide to cool off in a picturesque lake en route to Rustboro City.  But they're not the only one's splashing around!  The lake is actually home to a whole flock of Lotad.  The Lotad seem to be having fun with their new friends, but a little girl named Natalie thinks that Ash and crew are out of line.  She brings them back to the flower shop which her two older sisters run.  There, Ash and the gang learn all about berries and the effects that different berries have on Pokémon.  Brock promptly falls in love with the two older sisters, making little Natalie very jealous.  In fact, Natalie isn't the only one smitten with Brock – a quirky little Lotad seems to have taken a liking to him as well.  Natalie decides to win Brock's affection by finding a Sitrus Berry and she wanders off into the woods.  She finds one, but a Beedrill wants it, too!  Luckily, Brock arrives in time to save her from the Beedrill.  Meanwhile, Team Rocket has decided to catch all the Lotad in the lake and it's up to Brock's quirky Lotad friend and Pikachu to save the day.
","[('May', 'DATE'), ('Max', 'PERSON'), ('Ash', 'CHARACTER'), ('Pokémon', 'ORG'), ('two', 'CARDINAL'), ('Natalie', 'PERSON'), ('Sitrus Berry', 'PERSON'), ('Beedrill', 'POKEMON'), ('Brock', 'CHARACTER'), ('Lotad', 'POKEMON'), ('Pikachu', 'POKEMON'), ('the day', 'DATE')]"
208606,"Rustboro City is on the horizon, but they're not there yet.  Ash, Brock, Max and May have just arrived at a Contest Hall.  Janet and Chaz, two experienced Pokémon Coordinators, teach the gang all about Contests.  Pokémon Contests are different from battles in that it's not the strength of the attack that matters, but the beauty of its execution.  Winners get ribbons instead of badges.  The gang decides that they want to try entering today's contest, but they're too late.  All is not lost, however, because Chaz offers to teach Pikachu the Iron Tail attack.  And Janet lets May assist her with during the contest.  During the contest, Chaz and Janet both perform really well and make it to the final round.  In the end, Janet's Beautifly steals the show!  May is really impressed and she's determined to one day enter a contest herself.
",[]
208607,"As the gang continues to make their way towards Rustboro City, May spots a Wurmple that she's dying to catch – but she's not the only one with her eye on the cute little bug Pokémon.  Jessie wants it, too.  May ventures off on her own to catch her Wurmple, but Team Rocket follows and gives her trouble.  Luckily, she gets some help from a trainer named Franklin.  Meanwhile, Ash and Pikachu are practicing Pikachu's Iron Tail attack.  A trainer named Franklin sees them practicing and challenges them to a battle.  Franklin teaches Ash about double battles, which are common in the Hoenn region.  With help from her new friend Franklin, May catches the Wurmple she wanted.  When she and Franklin go to meet up with the gang, everyone is really surprised.  The Franklins are actually identical twins – Forrest and Forrester Franklin!  All is not lost for Team Rocket, however.  Jessie manages to snag a Wurmple of her own before Team Rocket blasts off at the end of the episode.
","[('Pokémon', 'ORG'), ('Pikachu', 'POKEMON'), ('Iron Tail', 'ORG'), ('Ash', 'CHARACTER'), ('Hoenn', 'GPE'), ('May', 'DATE'), ('Franklin', 'ORG'), ('Franklins', 'ORG'), ('Forrest', 'PERSON'), ('Forrester Franklin', 'PERSON'), ('Jessie', 'CHARACTER'), ('Wurmple', 'POKEMON')]"
208608,"Rustboro City at last!  Now that Ash and friends have arrived in Rustboro City, they're taking a moment to sightsee.  They bump into a schoolteacher, Roxanne, and her class on a class trip.  The kids are about Max's age and one of them, Kenny, is afraid of Pokémon.  Roxanne invites the gang back to see the Pokémon Trainer's School.  Ash is anxious to get to his gym battle, but Roxanne persuades him to wait.  As it turns out, Ash would have had to wait anyway.  Roxanne is the gym leader, too!  The Pokémon Trainer's School is pretty big and has all kinds of different classes.  May is especially interested in a class on Pokémon Contests.  Max decides to attend the beginners' class that Kenny is in.  He's in the middle of battling the class show-off, Tommy, when the principal comes running in to tell them that the school's Poké Balls have all been stolen.  Team Rocket strikes again!  Kenny steps in and saves the day by telling Max which attacks will work best, and Tommy cooperates, too.  When they work together, the kids are able to defeat Team Rocket and save the Poké Balls.  Just to be safe, Roxanne's Geodude sends Team Rocket blasting off again.  Now that Ash has seen Roxanne and her Geodude in action, he's really ready for his gym battle!
","[('one', 'CARDINAL'), ('Pokémon', 'ORG'), (""the Pokémon Trainer's School"", 'ORG'), ('May', 'DATE'), ('Pokémon Contests', 'ORG'), ('Poké Balls', 'WORK_OF_ART'), ('Kenny', 'PERSON'), ('the day', 'DATE'), ('Max', 'PERSON'), ('Tommy', 'PERSON'), ('the Poké Balls', 'FAC'), (""Roxanne's"", 'ORG'), ('Ash', 'CHARACTER'), ('Roxanne', 'PERSON'), ('Geodude', 'POKEMON')]"
208609,"Pikachu is getting pretty good at its Iron Tail attack and that's a good thing.  Ash is finally about to take on Roxanne, the leader of the Rustboro City Gym.  He's going to need all the help he can get to take down her Geodude.  May, on the other hand, isn't really looking forward to the battle.  In fact, she announces that she's not going to be a trainer anymore.  She wants to become a Pokémon Coordinator and compete in contests instead.  When the battle begins, it doesn't look like Ash has much of a chance.  Roxanne's Geodude knocks out Treecko pretty quickly.  It's all up to Pikachu.  Electric attacks aren't going to help much against a strong Rock Type – but Ash is very clever and Pikachu not only brings down Geodude, but it wipes out Nosepass with its newly perfected Iron Tail Attack.  Ash defeats Roxanne and receives his Stone Badge.
","[('Iron Tail', 'ORG'), ('the Rustboro City Gym', 'ORG'), ('May', 'DATE'), ('Pokémon Coordinator', 'ORG'), ('Treecko', 'POKEMON'), ('Electric', 'ORG'), ('Rock Type', 'ORG'), ('Pikachu', 'POKEMON'), ('Geodude', 'POKEMON'), ('Nosepass', 'POKEMON'), ('Iron Tail Attack', 'PERSON'), ('Ash', 'CHARACTER'), ('Roxanne', 'PERSON'), ('Stone Badge', 'ORG')]"
208610,"Now that he's received a badge from the Rustboro City Gym, Ash is ready to leave Rustboro and head off to Dewford Island for his next gym battle.  May has other ideas.  She is thrilled to finally be in a big city and wants to do some shopping.  Brock agrees, so they decide to stay.  Meanwhile, Max is in a state of panic.  He accidentally spilled his drink into May's PokéNav and it looks broken.  He gets a tip from a strange old man to take the PokéNav to the Devon Corporation building.  The man says that since they manufacture the device, they might be able to fix it.  Desperate to avoid May's wrath, Max decides to go for it.  Once inside, he learns that the strange old man is actually the president of Devon Corp!  Max is really excited by all of the interesting projects the company is working on – but it soon becomes clear that there's in an intruder in the building who is after some of those experiments.  Ash and crew arrive just in time to help Officer Jenny catch the intruder, but it's actually Team Rocket who end up saving the day!
","[('the Rustboro City Gym', 'ORG'), ('Rustboro', 'ORG'), ('Dewford Island', 'LOC'), ('Brock', 'CHARACTER'), ('PokéNav', 'ORG'), ('the Devon Corporation', 'ORG'), ('May', 'DATE'), ('Devon Corp!', 'ORG'), ('Max', 'PERSON'), ('Ash', 'CHARACTER'), ('Jenny', 'PERSON')]"
208611,"Ash enjoyed meeting the president of Devon Corp. and learning a little about Team Aqua, a dangerous group of evildoers, but now he really wants to get to Dewford Island.  Unfortunately, May's map is about 10 years old and they end up in a deserted part of town that used to be the port.  From there they can see the new port, but it looks very far away.  May goes off to look for someone with a boat and runs into Briney, a retired sailor, and his Wingull, Peeko.  Briney offers to take the gang over to Dewford Island, but when she returns with Ash and the gang, Briney seems very angry and says that he has no idea what she's talking about.  It's like he doesn't even recognize her.  Meanwhile, Officer Jenny swings by and she tells them that Team Aqua is planning to meet up somewhere in the area and to be careful.  Brock and May realize quickly that Briney might actually be in trouble – and they're right.  A Team Aqua thug – the same one who tried to steal from Devon Corp. - has kidnapped his Peeko and taken his boat.  Luckily Briney has another boat that he kept hidden from the thug.  They chase after the Team Aqua agent and catch up to him just a few seconds too late.  He is able to meet up with a Team Aqua submarine and get away.  Luckily, they manage to rescue Peeko and tomorrow they'll head out for Dewford Island.
","[('about 10 years old', 'DATE'), ('Wingull', 'POKEMON'), ('Ash', 'CHARACTER'), ('Jenny', 'PERSON'), ('Brock', 'CHARACTER'), ('May', 'DATE'), ('Briney', 'PERSON'), ('Devon Corp.', 'ORG'), ('Luckily Briney', 'PERSON'), ('just a few seconds', 'TIME'), ('Peeko', 'PERSON'), ('tomorrow', 'DATE'), ('Dewford Island', 'LOC')]"
